Data Source name,Date,Currency,Sales Channel,Transaction Timestamp,Order Created At,Order Updated At,Order ID,Order Name,Country Funnel,Geo Location Segment,Billing Country,Billing Province,Billing City,Order Tags,Product ID,Product Title,Product Tags,Product Type,Variant Title,Gross Sales (INR),Net Sales (INR),Total Sales (INR),Orders,Returns (INR),Return Rate,Items Sold,Items Returned,Average Order Value (INR),New Customer Orders,Returning Customer Orders,Average Items Per Order,Discounts (INR),Row Count,SKU,Customer Sale Type,Customer ID,Shipping Country
Brand A,03-03-2026,INR,magic checkout - Brand A,,2026-03-03T09:55:50Z,2026-03-03T09:56:06Z,6976150000000.0,#11900,India,India,India,Kerala,,,,,,,,,0.0,150.0,0.0,,,0.0,,,,0.0,0.0,0.0,1.0,,Returning,9451890000000.0,
 brand a, 04-03-2026,INR,magic checkout - Brand A,,2026-03-04T14:28:47Z,2026-03-05T11:05:54Z,6978770000000.0,#11918,India,India,India,Punjab,Patiala,"cod, Magic",,, nan,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,,8621880000000.0,India
Brand A,05-03-2026,INR,magic checkout - Brand A,2026-03-05T02:37:43Z,2026-03-05T02:37:43Z,2026-03-05T11:43:49Z,6979950000000.0,#11923,INDIA,India,India,Delhi,NORTH WEST,"cod, Magic",,,,,,,,150.0,0.0,0.0,,0.0,,,0.0,-0.0,,0.0,-1.0, nan,Returning,8622530000000.0,India
Brand A,06-03-2026,INR,magic checkout - Brand A,2026-03-06T15:43:46Z,2026-03-06T15:43:46Z,2026-03-06T15:45:23Z,6983590000000.0,#11942,India,India,India,Delhi,New Delhi,"cod, Magic",,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,1.0,,Returning,1045643500000000.0,India
Brand A,07-03-2026,INR,magic checkout - Brand A,2026-03-07T04:21:12Z,2026-03-07T04:21:12Z,2026-03-10T11:27:49Z,,#11947,India,India,India,Gujarat,Vadodara, nan,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9494090000000.0,India
,08-03-2026,INR, magic checkout - brand a,2026-03-08T09:11:13Z, 2026-03-08t09:11:13z,2026-03-09T12:15:07Z,6987550000000.0,#11959,India,India,India, nan,South Delhi,"card, Magic",,,,,,0.0,0.0,150.0,-0.0,0.0,,0.0,,,,,,0.0,1.0,,,-9005520000000.0,India
Brand A,08-03-2026,INR,MAGIC CHECKOUT - BRAND A,2026-03-08T12:16:51Z,2026-03-08T12:16:51Z,,6987760000000.0,#11963,,India,India,Rajasthan,Jodhpur,"cod, Magic",,,,,,,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,, returning,9475620000000.0,India
Brand A,09-03-2026,INR,magic checkout - Brand A,2026-03-09T05:48:24Z,2026-03-09T05:48:24Z,2026-03-11T11:27:37Z,915611400000000.0,#11972,India,India,India,,Sundargarh,"cod, Magic",,,,NAN,NAN,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,1.0, nan,Returning,9268910000000.0,India
Brand A,10-03-2026,INR,magic checkout - Brand A,2026-03-10T09:09:04Z,2026-03-10T09:09:04Z,2026-03-10T09:09:20Z,6991820000000.0,#11986,India,India,India,Delhi,South Delhi,"cod, Magic",,, nan,,NAN,0.0,0.0,150.0,0.0,0.0,,0.0,,,,,,0.0,1.0,,Returning,9484410000000.0,India
Brand A,10-03-2026,INR, magic checkout - brand a,2026-03-10T18:25:27Z,2026-03-10T18:25:27Z,2026-03-10T18:25:42Z,6992750000000.0, nan,,India,INDIA,Maharashtra,Navi mumbai,"Magic, upi",,,NAN,,,0.0,0.0,150.0,0.0,-0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9517250000000.0,India
 brand a,11-03-2026,INR,magic checkout - Brand A, 2026-03-10t19:02:39z,2026-03-10T19:02:39Z,2026-03-12T11:46:26Z,6992830000000.0,#11996,India,India,India,Haryana,,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,,9491330000000.0,India
Brand A,11-03-2026,INR,Draft Orders,2026-03-11T07:12:56Z,,2026-03-11T07:12:58Z,6993920000000.0,#11999,India, india,India,Karnataka,Bangalore,,,,,,,0.0,0.0,150.0,0.0,,,,,,,0.0,0.0,0.0,1.0, nan,Returning,,India
Brand A,11-03-2026,INR,Draft Orders,2026-03-11T09:25:05Z,2026-03-11T09:25:06Z,2026-03-11T09:25:30Z,6994070000000.0,,India,India,India,,Coimbatore,,,,,,,0.0,,17400.0,0.0,0.0,,0.0,,,,0.0,,0.0,87.0,,,,India
NAN,12-03-2026,INR,magic checkout - Brand A,2026-03-12T02:16:02Z,,2026-03-12T11:49:11Z,6995590000000.0,#12008,,India,India,Delhi,New Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,,India
Brand A,12-03-2026,INR,Draft Orders,,2026-03-12T03:15:22Z,,916432770000000.0,,India,India,India,MAHARASHTRA,Mumbai,,,,, nan,,0.0,0.0,17400.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,1.0,,Returning,9072560000000.0,India
Brand A,,INR,magic checkout - Brand A,2026-03-12T06:56:10Z,2026-03-12T06:56:10Z,2026-03-12T06:56:26Z,6995980000000.0,#12016,India,INDIA,India,Maharashtra,Mumbai," cod, magic",,,,NAN,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8587990000000.0,India
Brand A,12-03-2026,INR,,,2026-03-12T13:48:45Z,2026-03-12T13:49:00Z,0.0,#12027,INDIA,India,India,Maharashtra,Mumbai,"Magic, upi",,,,, nan,-0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8572290000000.0,India
Brand A,12-03-2026,INR,Draft Orders,2026-03-12T14:36:55Z,2026-03-12T14:36:55Z,2026-03-12T14:39:16Z,6996560000000.0,,India,India,India,Maharashtra,Mumbai,,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9244750000000.0,India
Brand A,13-03-2026,INR,magic checkout - Brand A,2026-03-12T18:45:44Z,2026-03-12T18:45:44Z,2026-03-12T18:46:00Z,-916613550000000.0,#12033,India,India,,Odisha, nan,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,87.0,,RETURNING,9279350000000.0,India
Brand A,13-03-2026,,magic checkout - Brand A,,,,6997130000000.0,#12034,India, india,INDIA,Punjab,Amritsar,"COD, MAGIC",,,,,,,0.0,150.0,0.0,0.0,,0.0,,,,,,0.0,-1.0,,Returning,8405520000000.0,India
Brand A, 13-03-2026,INR,magic checkout - Brand A,2026-03-13T03:40:57Z,2026-03-13T03:40:57Z,2026-03-13T03:41:13Z,6997980000000.0,#12037,India,India,,Haryana,Panipat,"cod, Magic",,,,,NAN,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,-1.0,,Returning,9317850000000.0,India
Brand A, 13-03-2026,INR,magic checkout - Brand A,2026-03-13T10:16:04Z,2026-03-13T10:16:04Z,2026-03-16T11:41:00Z,,#12044,India,India,India,Maharashtra, nagpur,"cod, Magic",,,,,,0.0,,150.0,0.0,-0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8059640000000.0,NAN
Brand A,13-03-2026,INR,magic checkout - Brand A,2026-03-13T11:47:39Z,,,6998560000000.0,#12046,India,India,India,Punjab,Jalandhar,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8600910000000.0,India
Brand A,14-03-2026,INR,Draft Orders,2026-03-14T15:13:33Z,2026-03-14T15:13:33Z,2026-03-16T11:47:10Z,7001260000000.0,#12068,India,India,India,Telangana,Hyderabad,,,,,,,0.0,0.0,-150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,, returning,9197420000000.0,India
Brand A,15-03-2026,INR,magic checkout - Brand A,2026-03-15T10:52:36Z,,2026-03-16T11:48:36Z,917413960000000.0,#12076,India,India,,Telangana,Hyderabad,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,7109980000000.0,India
Brand A,16-03-2026,INR,magic checkout - Brand A,2026-03-16T06:26:38Z,2026-03-16T06:26:38Z,2026-03-19T07:03:33Z,0.0,#12086,India,India,India,Madhya Pradesh,INDORE,"Magic, upi",0.0,,,,,,0.0,17400.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9083000000000.0, india
Brand A,16-03-2026,INR,magic checkout - Brand A,2026-03-16T12:13:02Z,2026-03-16T12:13:02Z,,7005440000000.0,#12095,NAN,India, india,Karnataka, bengaluru,"card, Magic",,,,,,,0.0,150.0,0.0,0.0,,,,,,0.0,,0.0,1.0,,Returning,8349190000000.0,INDIA
Brand A,16-03-2026,INR,magic checkout - Brand A,2026-03-16T12:51:15Z,2026-03-16T12:51:15Z,2026-03-19T10:32:59Z,7005490000000.0,#12096,India,India,India,,Mumbai Subueban,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,7410070000000.0,India
Brand A,17-03-2026,INR,,2026-03-17T12:00:06Z,2026-03-17T12:00:06Z,2026-03-19T10:32:39Z,7007530000000.0,#12114,India,India,India,Maharashtra,Mumbai,NAN,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,Returning,1049640900000000.0,India
Brand A,17-03-2026,INR,magic checkout - Brand A,2026-03-17T15:26:30Z,2026-03-17T15:26:30Z,2026-03-17T15:26:46Z,918024420000000.0,,India,India,, tamil nadu,Thiruppur,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,Returning,9075640000000.0,India
Brand A,18-03-2026,INR,magic checkout - Brand A,2026-03-17T20:22:21Z,2026-03-17T20:22:21Z,2026-03-17T20:22:37Z,7008310000000.0,#12120,India,India,India,PUNJAB,,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,,,,,0.0,,0.0,1.0,, returning,9544680000000.0,India
Brand A,18-03-2026,INR,MAGIC CHECKOUT - BRAND A,2026-03-18T09:42:02Z,2026-03-18T09:42:02Z,2026-03-19T10:25:59Z,7009400000000.0,#12132,INDIA,India,India,Maharashtra,Mumbai,"COD, MAGIC",,,,,,0.0,0.0,150.0,0.0,,,0.0,,,,0.0,,0.0,1.0,,Returning,9547710000000.0,India
Brand A,19-03-2026,INR,magic checkout - Brand A,2026-03-19T04:08:45Z,2026-03-19T04:08:45Z,2026-03-19T10:33:51Z,7010970000000.0,#12140,India, india,India,,North West Delhi," cod, magic",,NAN,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8203320000000.0,India
Brand A,19-03-2026,INR,magic checkout - Brand A,2026-03-19T07:09:33Z,2026-03-19T07:09:33Z,2026-03-19T07:09:49Z,7011190000000.0,#12145,India,India,India,Delhi,South West Delhi,"card, Magic",,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,,,0.0,1.0,, returning,,India
Brand A,19-03-2026,INR,magic checkout - Brand A, 2026-03-19t09:15:11z,2026-03-19T09:15:11Z,2026-03-20T10:38:39Z,7011330000000.0,#12147,India,India,India, nan,South Delhi,"card, Magic",, nan,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8361490000000.0,India
Brand A,19-03-2026,INR,Draft Orders, 2026-03-19t10:03:43z,,2026-03-20T10:49:54Z,,#12148,India,India,India,Rajasthan,Jaipur,,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,,9548010000000.0,India
,19-03-2026,INR,MAGIC CHECKOUT - BRAND A,2026-03-19T17:44:21Z,2026-03-19T17:44:21Z,,7012360000000.0,#12155,India,India,India,Telangana,Hyderabad,"cod, Magic",,NAN,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,,,0.0,1.0,,Returning,,
Brand A,20-03-2026,INR,magic checkout - Brand A, 2026-03-20t02:19:57z,2026-03-20T02:19:57Z,NAN,7013470000000.0,#12159,India,India,India,Delhi,South West Delhi,"Magic, upi",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,-0.0,0.0,0.0,1.0,,Returning,6596360000000.0,India
Brand A,,,Draft Orders,2026-03-20T07:30:40Z,2026-03-20T07:30:41Z,2026-03-23T12:08:21Z,0.0,#12164,,India,India,Tamil Nadu,Coimbatore,,,,,,,0.0,0.0,17400.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9302890000000.0,India
Brand A,20-03-2026,INR,Draft Orders,2026-03-20T09:29:24Z,2026-03-20T09:29:24Z,2026-03-21T11:12:11Z,7014230000000.0,#12166,India, india,India,Karnataka,Bengaluru,,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9429240000000.0,India
,21-03-2026,INR,magic checkout - Brand A,2026-03-21T04:44:52Z,2026-03-21T04:44:52Z,2026-03-21T04:45:08Z,7016860000000.0,#12175,India,India,India,Karnataka,Dakshina Kannada,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9555720000000.0,India
BRAND A,21-03-2026, inr,magic checkout - Brand A,2026-03-21T04:56:49Z,2026-03-21T04:56:49Z,2026-03-21T11:00:44Z,7016880000000.0,#12176,India,India,,Delhi,New Delhi,"Magic, netbanking",,,,,,0.0,0.0,,0.0,,,0.0,,,,0.0,,,0.0,,Returning,9138470000000.0,India
Brand A,21-03-2026,INR,magic checkout - Brand A,2026-03-21T12:43:39Z,2026-03-21T12:43:39Z,2026-03-23T12:03:17Z,7017780000000.0, #12186,India,India,India,Uttar Pradesh,Noida,"Magic, upi",,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9307940000000.0,
Brand A,21-03-2026,INR,magic checkout - Brand A,2026-03-21T14:33:19Z,2026-03-21T14:33:19Z,2026-03-21T14:33:35Z,-7018050000000.0,,INDIA,India,India,,Ahmedabad,,,,,, nan,-0.0,0.0,17400.0,0.0,0.0,,0.0,,,,0.0,,0.0,,,RETURNING,8150440000000.0,India
Brand A,22-03-2026,INR,Draft Orders,2026-03-22T02:28:54Z,2026-03-22T02:28:55Z,2026-03-22T02:29:56Z,0.0,#12192,India,India,,Maharashtra,Thane,,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,87.0,NAN,Returning,9556200000000.0,INDIA
Brand A,22-03-2026,INR,magic checkout - Brand A,2026-03-22T07:05:00Z, 2026-03-22t07:05:00z,2026-03-22T07:05:16Z,7020420000000.0,#12198,India,India, india,Punjab,S A S NAGAR,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,,,0.0,,,,0.0,,0.0,1.0,,Returning,8323480000000.0, india
BRAND A, 22-03-2026,INR,magic checkout - Brand A,2026-03-22T15:58:28Z,2026-03-22T15:58:28Z,2026-03-22T15:58:43Z,7021570000000.0,#12211,India,India, india,Telangana,K V Rangareddy,"cod, Magic",,,,, nan,0.0,-0.0,,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,,Returning,0.0,India
,23-03-2026,INR,,2026-03-23T03:28:55Z,2026-03-23T03:28:55Z,,920044440000000.0,#12220,India,India,India,Punjab,Amritsar,"cod, Magic",,,,,,0.0,,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8635160000000.0,India
Brand A,23-03-2026,INR,magic checkout - Brand A,2026-03-23T04:54:08Z, 2026-03-23t04:54:08z,2026-03-23T04:54:24Z,,#12221,India,India,India,Karnataka,Bengaluru,"Magic, upi",,,,,,-0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9559580000000.0,NAN
Brand A,,INR,magic checkout - Brand A,2026-03-24T09:45:02Z,2026-03-24T09:45:02Z,2026-03-27T11:18:31Z,7027110000000.0, #12239,India,INDIA,India,Chhattisgarh,Raipur,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1.0,,Returning,9522360000000.0,INDIA
Brand A,24-03-2026,,magic checkout - Brand A,,2026-03-24T11:18:44Z,2026-03-24T11:18:59Z,7027320000000.0,#12241,India, india,India,Maharashtra,," magic, upi",,NAN,,,,0.0,0.0,150.0,0.0,-0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,-9020130000000.0,India
Brand A,24-03-2026,INR, magic checkout - brand a,2026-03-24T13:18:19Z,2026-03-24T13:18:19Z,2026-03-27T09:53:43Z,7027590000000.0,#12244,India,India,India,Manipur,Imphal West,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,,,0.0,,,,0.0,,0.0,1.0,,Returning,9536190000000.0,India
Brand A,24-03-2026,INR,magic checkout - Brand A,2026-03-24T13:42:26Z,2026-03-24T13:42:26Z,2026-03-24T13:42:42Z,7027650000000.0,#12246,India,,India,Uttar Pradesh,Noida,,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,,87.0,,Returning,-8487540000000.0,India
 brand a,25-03-2026,INR,Draft Orders,2026-03-25T11:41:36Z,2026-03-25T11:41:36Z,2026-03-26T11:23:40Z,921024320000000.0,#12261,India,India,India,Haryana,Gurgaon,,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9079310000000.0,India
 brand a,26-03-2026,INR,magic checkout - Brand A,2026-03-25T18:47:53Z,2026-03-25T18:47:53Z,2026-03-26T11:16:00Z,0.0,#12270,India,India,India,Maharashtra,pune,"cod, Magic",,,,, nan,0.0,,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9497560000000.0,India
Brand A,,INR,magic checkout - Brand A,2026-03-26T05:31:27Z,2026-03-26T05:31:27Z,2026-03-26T05:31:43Z,7032430000000.0,#12273,India,India,India,Delhi,New delhi,"cod, Magic",,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8698130000000.0,India
Brand A,26-03-2026,,magic checkout - Brand A,2026-03-26T06:03:38Z,2026-03-26T06:03:38Z,2026-03-26T06:03:53Z,,#12274,India,India,India,,Guwahati,"cod, Magic",,,,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,6659820000000.0,India
Brand A,26-03-2026,INR,magic checkout - Brand A,2026-03-26T08:15:10Z,2026-03-26T08:15:10Z,2026-03-26T08:15:25Z,7032610000000.0,#12278,INDIA,India,INDIA,Tamil Nadu,Chennai,"Magic, upi",,,,,,0.0,0.0,150.0,,0.0,,0.0,,,,0.0,,0.0,1.0,NAN,Returning,0.0,INDIA
, 26-03-2026,INR,Draft Orders,2026-03-26T09:10:28Z,2026-03-26T09:10:29Z,2026-03-27T11:18:58Z,7032670000000.0,#12281,India, india,India,Maharashtra,MIRA BHAYANDAR, nan,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,,Returning,9586250000000.0,India
Brand A,26-03-2026,INR,magic checkout - Brand A,2026-03-26T12:54:29Z,2026-03-26T12:54:29Z,2026-03-26T12:54:45Z,7032940000000.0,#12284,India,India,,Maharashtra,,"cod, Magic",,,NAN,,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,1.0,,NAN,9153920000000.0,India
Brand A,27-03-2026, nan,MAGIC CHECKOUT - BRAND A,2026-03-27T03:51:27Z,2026-03-27T03:51:27Z,2026-03-27T11:23:22Z,7034360000000.0,,India,India,India,Maharashtra,Mumbai,"Magic, upi",0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,, returning,7109490000000.0,India
Brand A,27-03-2026,INR,magic checkout - Brand A,2026-03-27T06:45:01Z, 2026-03-27t06:45:01z,2026-03-27T06:45:17Z,7034560000000.0,#12291,India,India,India,Karnataka,Bengaluru,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,1.0,,,8482210000000.0,India
Brand A,27-03-2026,INR,magic checkout - Brand A,2026-03-27T09:30:02Z,2026-03-27T09:30:02Z, 2026-03-27t09:30:17z,7034730000000.0,#12298,India,India,INDIA,Telangana,RANGAREDDY,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9588980000000.0,India
Brand A,27-03-2026,INR,magic checkout - Brand A,2026-03-27T18:22:12Z,2026-03-27T18:22:12Z,2026-03-27T18:22:28Z,7035660000000.0,#12302,India,,India,Maharashtra,Mumbai,,,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,,1.0, nan,Returning,7754420000000.0,India
Brand A,02-03-2026,INR,magic checkout - Brand A,2026-03-02T03:36:14Z,2026-03-02T03:36:14Z,2026-03-02T03:36:29Z,6973430000000.0,#11880,India,India,,Telangana,K V Rangareddy,"Magic, upi",,,,,,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,87.0,,Returning,7143830000000.0,India
Brand A,02-03-2026,INR,magic checkout - Brand A,,2026-03-02T07:53:33Z,2026-03-02T07:53:49Z,6973760000000.0,#11886,India, india,India,Haryana,Gurgaon," magic, upi",, nan,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,NAN,Returning,7794880000000.0,India
Brand A,03-03-2026,INR,magic checkout - Brand A,,2026-03-03T04:44:02Z, 2026-03-03t04:44:18z,-6975710000000.0,#11898, india,India,India,Rajasthan,Jaipur,"cod, Magic",,,NAN,,,0.0,0.0,17400.0,0.0,0.0,,0.0,,,,0.0,,0.0,-87.0,,Returning,7449970000000.0,India
Brand A, 05-03-2026,INR,magic checkout - Brand A,,2026-03-04T20:04:37Z,2026-03-07T11:37:15Z,914296160000000.0,#11922,India,, india,Chandigarh,Chandigarh,"Magic, upi",,,,,,0.0,0.0,150.0,0.0,0.0,,,,,,0.0,,0.0,87.0,,Returning,8354640000000.0,India
BRAND A,05-03-2026,INR,magic checkout - Brand A,2026-03-05T12:33:30Z,2026-03-05T12:33:30Z,,6980860000000.0,#11932, india,India,India,Delhi,Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,,Returning,7402530000000.0,
Brand A,09-03-2026,INR,magic checkout - Brand A,2026-03-09T01:44:05Z,2026-03-09T01:44:05Z,2026-03-09T01:44:21Z,6989050000000.0,#11967,India,,India,TAMIL NADU,Chennai,"card, Magic",,NAN,,,,0.0,,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,, nan,960795000000000.0,INDIA
Brand A,10-03-2026,INR,magic checkout - Brand A,2026-03-10T09:43:41Z,2026-03-10T09:43:41Z,2026-03-11T11:23:01Z,915933660000000.0,#11988,India,India,India,,Patiala,"cod, Magic",,,NAN,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,87.0, nan, returning,8621880000000.0,India
,12-03-2026,INR,magic checkout - Brand A,2026-03-12T00:39:09Z,,2026-03-12T11:47:58Z,6995440000000.0,#12007,India,India,India,Karnataka,Bangalore,"Magic, netbanking",,,,,NAN,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,945840500000000.0,India
Brand A,,,magic checkout - Brand A,2026-03-12T10:15:22Z,2026-03-12T10:15:22Z,,6996220000000.0,#12020,India, nan,,Telangana,Hyderabad,"Magic, upi",,,,,,0.0,0.0,17400.0,0.0,-0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8344910000000.0,India
Brand A,17-03-2026,,magic checkout - Brand A,2026-03-17T07:06:33Z,2026-03-17T07:06:33Z,2026-03-17T07:06:49Z,7007190000000.0,#12105, india,India,India,Maharashtra,Mumbai,"MAGIC, UPI",,,,, nan,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,695589400000000.0,INDIA
BRAND A,17-03-2026,INR, nan,2026-03-17T08:05:19Z,2026-03-17T08:05:19Z,2026-03-17T08:05:35Z,7007270000000.0,#12108,India,INDIA,India,Madhya Pradesh,Bhopal,,,,,,,0.0,0.0,150.0,,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,7605790000000.0,India
 brand a,18-03-2026,INR,magic checkout - Brand A,2026-03-18T02:35:34Z,2026-03-18T02:35:34Z,2026-03-18T02:35:49Z,7008910000000.0,#12123,India,India,India,Delhi,New Delhi,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,,,0.0,,,Returning,9463250000000.0,India
Brand A,18-03-2026,INR,magic checkout - Brand A,2026-03-18T07:53:22Z,2026-03-18T07:53:22Z,2026-03-18T07:53:38Z,,#12127,India,India,India,Arunachal Pradesh,PAPUM PARE,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,8358370000000.0,India
Brand A,18-03-2026,INR,magic checkout - Brand A,2026-03-18T17:07:55Z,2026-03-18T17:07:55Z,2026-03-20T10:39:00Z,7010040000000.0,#12137, india,India,India, nan,,"cod, Magic",,,,,,0.0,0.0,17400.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,, returning,8572540000000.0,India
Brand A,19-03-2026,INR,magic checkout - Brand A,2026-03-19T07:08:15Z,2026-03-19T07:08:15Z,2026-03-20T10:33:00Z,7011180000000.0,#12144,India,India, india,Uttar Pradesh,Noida,"Magic, netbanking",0.0,,,,,-0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,-1.0,,Returning,8350600000000.0,INDIA
Brand A,20-03-2026,INR,MAGIC CHECKOUT - BRAND A,2026-03-20T11:54:28Z, 2026-03-20t11:54:28z,2026-03-20T11:54:44Z,7014520000000.0,#12169,,India,India,Kerala,Ernakulam,"Magic, upi",,,,,,-0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,6893900000000.0,India
Brand A,22-03-2026,INR, magic checkout - brand a,2026-03-22T06:18:13Z,2026-03-22T06:18:13Z,2026-03-22T06:18:28Z,,#12197,India,India,India, delhi,West Delhi," cod, magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,0.0,,,1.0,,Returning,7845240000000.0,India
,22-03-2026,INR,MAGIC CHECKOUT - BRAND A,2026-03-22T18:06:31Z,2026-03-22T18:06:31Z,2026-03-22T18:06:47Z,7021920000000.0,#12215,India,India,India,Telangana,Hyderabad,"cod, Magic",,,,,,,0.0,150.0,,0.0,,0.0,,,,-0.0,,0.0,1.0,,Returning,7639460000000.0,India
Brand A,23-03-2026, inr,magic checkout - Brand A,2026-03-22T21:28:56Z,2026-03-22T21:28:56Z,2026-03-24T10:44:54Z,7022420000000.0,#12218,India,India,India,Uttar Pradesh,,"cod, Magic",,,,,,0.0,0.0,150.0,0.0,0.0,,0.0,,,,-0.0,,0.0,1.0,, returning,9307940000000.0,India
Brand A,24-03-2026,INR,magic checkout - Brand A,2026-03-24T12:12:51Z,2026-03-24T12:12:51Z,2026-03-26T11:33:48Z,7027440000000.0,#12243,India,India,INDIA,,Hyderabad,"Magic, upi",,,,,NAN,0.0,0.0,17400.0,0.0,-0.0,,0.0,,,,0.0,,0.0,1.0,,Returning,9405660000000.0,India
Brand A,24-03-2026,INR,magic checkout - Brand A,2026-03-24T16:05:56Z,2026-03-24T16:05:56Z,2026-03-26T11:37:09Z,7028030000000.0,#12248,India,India,India,Bihar,NAN,"cod, Magic",, nan,NAN,,,0.0,0.0,150.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,1.0,,Returning,8971980000000.0,India
