Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count
Brand B,06-02-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,  SAUDI ARABIA  ,Middle East,718.648293,718.648293,214.0,3790.0,0.0,162.0,233.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-1.0
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,,Custom | Carousel | CLP | Fanah | BAU | Full Price,,Middle East,723.86,723.86,45.0,1086.0,0.0,10.0,12.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,,
Brand B,01-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,,Saudi Arabia,Middle East,732.451928,732.451928,,709.0,0.0,12.0,15.0,0.0,0.0,0.0,,0.0,0.0,-0.0,-0.0,0.0,0.0,1.0
,  04-02-2026  ,,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,,70322.88,732.53,202.0,455735.0,0.0,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0
Brand B,02-02-2026,Growify | TOF | Conversion | UAE,,Ecomm | Magazines,Custom | Carousel | CLP | Fanah | BAU | Full Price,Saudi Arabia,Middle East,756.99,756.99,32.0,511.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1.0
Brand B,11-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,Custom | Carousel | CLP | Fanah | BAU | Full Price,Saudi Arabia,  MIDDLE EAST  ,757.16,757.16,30.0,703.0,0.0,12.0,14.0,2.0,4.0,2.0,82.0,11895000.0,0.0,0.0,87000.0,154735.15,130000.0,1.0
Brand B,21-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,-769.51,769.51,32.0,119190.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
Brand B,22-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,,,49.0,,0.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
brand b,22-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,854.573639,854.573639,48.0,-4827.0,0.0,16.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,
Brand B,03-02-2026,Growify | TOF | Conversion | UAE,PAUSED,,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,897.77,897.77,230.0,2853.0,0.0,61.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,14-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,899.43,899.43,48.0,1271.0,0.0,30.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,08-02-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,Saudi Arabia,Middle East,918.872158,918.872158,248.0,3970.0,-0.0,-173.0,29160.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.0,1.0
Brand B,07-02-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,Saudi Arabia,Middle East,924.07,924.07,272.0,4693.0,0.0,184.0,-279.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,,-0.0,0.0,1.0
Brand B,28-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,  MIDDLE EAST  ,968.88,968.88,86.0,1324.0,0.0,1755.0,17.0,2.0,4.0,280.0,1.0,12590400.0,0.0,0.0,,0.0,,66.0
Brand B,01-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,-95568.0,,226.0,3195.0,0.0,61.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,19-02-2026,Growify | TOF | Conversion | UAE,,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,1020.0,154020.0,73.0,-1479.0,0.0,13.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,95000.0,0.0,-0.0,1.0
Brand B,15-02-2026,Growify | TOF | Conversion | UAE,PAUSED,ecomm | magazines,CA_Carousel_CampaignShoot_lehenga_All,,,1031.941569,1031.941569,27.0,1283.0,0.0,15.0,21.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,32000.0,0.0,0.0,1.0
Brand B,07-02-2026,,PAUSED,,  CUSTOM_VIDEO_INFLUENCER_SAREE_MEHFIL  ,Saudi Arabia,,1036.2,1036.2,273.0,3094.0,,202.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0
Brand B,17-02-2026,,PAUSED,Ecomm | Wedding's,,Saudi Arabia,Middle East,,1056.0,83.0,2348.0,0.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Brand B,14-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,-1063.603376,1063.603376,91.0,1857.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
  BRAND B  ,18-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,1085.091725,163848.850475,79.0,2425.0,0.0,28.0,27.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,16-02-2026,Growify | TOF | Conversion | UAE,PAUSED,,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,1091.35,1091.35,42.0,1306.0,0.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0
Brand B,27-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,1101.79,1101.79,112.0,1763.0,0.0,13.0,24.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1.0
Brand B,20-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,1120.06,1120.06,71.0,2045.0,0.0,16.0,24.0,0.0,-0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0
,15-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,nan,Middle East,-113189.76,-1179.06,57.0,1328.0,0.0,2340.0,1944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,23-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,1188.72,1188.72,79.0,1635.0,0.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
Brand B,26-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,1193.325492,,109.0,1820.0,-0.0,12.0,24.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,16-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,1229.47,1229.47,32.0,2514.0,0.0,7.0,21.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,66.0
Brand B,16-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,ca_carousel/video_campaignshoot/_mix_fanah,Saudi Arabia,Middle East,1233.234904,,179.0,3154.0,0.0,7605.0,3348.0,-0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,23-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,,Middle East,1241.61943,1241.61943,149.0,494305.0,0.0,2925.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,66.0
Brand B,15-02-2026,  GROWIFY | TOF | CONVERSION | UAE  ,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,,1279.82,1279.82,117.0,2223.0,0.0,21.0,-26.0,-1.0,,,0.0,0.0,0.0,0.0,95000.0,201250.0,0.0,1.0
Brand B,17-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,,1289.327973,194688.523923,41.0,3447.0,0.0,13.0,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0
Brand B,20-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,ca_carousel/video_campaignshoot/_mix_fanah,Saudi Arabia,  MIDDLE EAST  ,1304.012469,,296.0,5529.0,0.0,22.0,37.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,
,08-02-2026,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,Saudi Arabia,Middle East,1313.69,1313.69,323.0,3496.0,,,-365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,28-02-2026,Growify | TOF | Conversion | UAE,PAUSED,nan,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,1329.83,1329.83,48.0,1231.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-66.0
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,-1339.09,,163.0,2988.0,0.0,22.0,29.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,0.0,
Brand B,01-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,1377.13,1377.13,635.0,8636.0,0.0,157.0,258.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
Brand B,02-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,-1410.19,1410.19,209.0,2944.0,0.0,40.0,6696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,18-02-2026,growify | tof | conversion | uae,PAUSED,Ecomm | Wedding's,,Saudi Arabia,Middle East,1424.297285,1424.297285,-255.0,5646.0,0.0,19.0,29.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
Brand B,24-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,saudi arabia,,1425.37,1425.37,58.0,,0.0,33.0,26.0,1.0,0.0,0.0,-0.0,0.0,0.0,0.0,80000.0,0.0,0.0,66.0
Brand B,28-02-2026,growify | tof | conversion | uae,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,145461.609504,1515.225099,66.0,450515.0,0.0,4095.0,33.0,1.0,2.0,1.0,1.0,19215000.0,1.0,-0.0,95000.0,0.0,105000.0,1.0
Brand B,27-02-2026,growify | tof | conversion | uae,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,1530.30995,1530.30995,-5800.0,,0.0,19.0,29.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,140000.0,140000.0,0.0,1.0
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,  CA_CAROUSEL_CAMPAIGNSHOOT_LEHENGA_ALL  ,Saudi Arabia,Middle East,1540.346741,1540.346741,103.0,5876.0,0.0,7995.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Brand B,19-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,middle east,1566.48,1566.48,348.0,,,24.0,41.0,-1.0,2.0,0.0,0.0,0.0,0.0,-0.0,,73600.0,0.0,-1.0
Brand B,10-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,1575.79,1575.79,87500.0,9228.0,0.0,570.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,66.0
brand b,26-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,  CA_CAROUSEL_CAMPAIGNSHOOT_LEHENGA_ALL  ,Saudi Arabia,Middle East,1578.616664,1578.616664,70.0,,0.0,28.0,,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,17-02-2026,Growify | TOF | Conversion | UAE,paused,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,1580.070156,1580.070156,-312.0,5583.0,1.0,31.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97750.0,0.0,0.0,1.0
Brand B,03-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,saudi arabia,Middle East,1606.35,1606.35,722.0,-10471.0,0.0,110.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
Brand B,05-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,1626.5,1626.5,610.0,1729125.0,0.0,89.0,21924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,25-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,,  MIDDLE EAST  ,1654.33,1654.33,59.0,1330.0,0.0,-23.0,26.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,461000.0,,0.0,1.0
Brand B,06-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,1659.09,,735.0,8950.0,-0.0,248.0,419.0,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,18-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,,1742.232455,54.0,3735.0,0.0,31.0,-36.0,1.0,1.0,0.0,,0.0,0.0,0.0,,32000.0,0.0,1.0
Brand B,19-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,167580.786432,1745.633192,77.0,4186.0,0.0,32.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
Brand B,20-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,169786.610016,267060.188671,90.0,7011.0,0.0,36.0,-47.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,,ca_carousel_campaignshoot_mix_fanah,Saudi Arabia,Middle East,175696.32,1830.17,55.0,939.0,0.0,20.0,2484.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,90000.0,90000.0,100000.0,1.0
Brand B,27-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,Saudi Arabia,Middle East,1980.12,1980.12,6100.0,1787.0,0.0,18.0,25.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Brand B,  04-02-2026  ,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,1985.62,1985.62,737.0,14301.0,0.0,75.0,169.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,25-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,  CA_CAROUSEL_CAMPAIGNSHOOT_LEHENGA_ALL  ,Saudi Arabia,middle east,2397.85541,2397.85541,59.0,2783.0,0.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Brand B,25-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,2430.440482,2430.440482,,591890.0,-0.0,46.0,71.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0
Brand B,24-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,2498.308356,2498.308356,49.0,2380.0,,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,  21-02-2026  ,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,-2686.67,2686.67,94.0,1845.0,0.0,4.0,11.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0,0.0,66.0
Brand B,07-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,2791.96,2791.96,1131.0,14671.0,0.0,-397.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0
Brand B,09-02-2026,Growify | TOF | Conversion | UAE,PAUSED,,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,3105.63,3105.63,2234.0,19686.0,0.0,1267.0,1954.0,,,,,0.0,256.0,-0.0,0.0,0.0,0.0,1.0
Brand B,08-02-2026,Growify | TOF | Conversion | UAE,,Ecomm | Royal's,Existing post | Reel | CLP | Product Category | BAU | Full Price,Saudi Arabia,Middle East,3176.04,3176.04,1365.0,18549.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,21-02-2026,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Saudi Arabia,Middle East,3591.390864,3591.390864,20.0,2037.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.0
Brand B,  01-02-2026  ,Growify | MOF+BOF | Mehfil+Fitoor+Mahiya | Lehenga+Saree| Sale | US+UAE+CAN+AUS,,Ecomm | CX Data,  CUSTOM | CAROUSEL | CLP | EOSS PRODUCT | EVENT | EOSS – COPY  ,united states,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,
Brand B,02-02-2026,Growify | MOF+BOF | Mehfil+Fitoor+Mahiya | Lehenga+Saree| Sale | US+UAE+CAN+AUS,ACTIVE,Ecomm | CX Data,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS – Copy,,USA,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0
,03-02-2026,,ACTIVE,Ecomm | CX Data,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS – Copy,United States,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,  01-02-2026  ,Growify | MOF+BOF | Mehfil+Fitoor+Mahiya | Lehenga+Saree| Sale | US+UAE+CAN+AUS,ACTIVE,Ecomm | CX Data,Custom | Reel | CLP | EOSS Product | EVENT | EOSS – Copy,,USA,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0,0.0,1.0
,01-02-2026,,,Ecomm | Retargeting,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS – Copy,United States,USA,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
brand b,02-02-2026,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS – Copy,United States,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,04-02-2026,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS – Copy,United States,USA,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,01-02-2026,  GROWIFY | RETARGET | CONVERSION | AUS+CAN+UK+USA  ,ACTIVE,Ecomm | Retargeting,Custom | Reel | CLP | EOSS Product | EVENT | EOSS – Copy,United States,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,1.0
  BRAND B  ,02-02-2026,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,  ECOMM | RETARGETING  ,  CUSTOM | REEL | CLP | EOSS PRODUCT | EVENT | EOSS – COPY  ,United States,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,03-02-2026,Growify | Retarget | Conversion | AUS+CAN+UK+USA,ACTIVE,Ecomm | Retargeting,,United States,  NAN  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,05-02-2026,,,Ecomm | Retargeting,Custom | Reel | CLP | EOSS Product | EVENT | EOSS – Copy,United States,USA,0.0,0.0,,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brand B,04-02-2026,Growify | Retarget | Conversion | AUS+CAN+UK+USA,  ACTIVE  ,ecomm | retargeting,Custom | Reel | CLP | EOSS Product | EVENT | EOSS – Copy,United States,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,78.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
  BRAND B  ,28-02-2026,Growify | TOF | 20/02/25 | ABO | US | Sales,PAUSED,TOF | Holiday's | Purchase | Women,Custome | Influencers | Carousel,United States,USA,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Brand B,27-02-2026,Growify | TOF | 20/02/25 | ABO | US | Sales,PAUSED,TOF | Holiday's | Purchase | Women,Custome | Bestseller USA | Carousel,United States,USA,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,1.0
Brand B,28-02-2026,Growify | TOF | 20/02/25 | ABO | US | Sales,PAUSED,TOF | Holiday's | Purchase | Women,,United States,  USA  ,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,,78.0,0.0,0.0,0.0,0.0,0.0,0.0,64400.0,,
Brand B,01-02-2026,Growify | TOF | 23/01/25 | ABO | US | Leads,PAUSED,TOF | Targeting | Leads | Women,Single Image,  UNITED STATES  ,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0
Brand B,02-02-2026,Growify | TOF | 23/01/26 | ABO | US | Sales,PAUSED,TOF | Targeting | Purchase | Women,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS,United States,USA,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,1.0
Brand B,,Growify | TOF | 23/01/26 | ABO | US | Sales,PAUSED,TOF | Targeting | Purchase | Women,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS,  UNITED STATES  ,USA,-0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,0.0,0.0,,-0.0,0.0,0.0,1.0
Brand B,01-02-2026,Growify | TOF | 23/01/26 | ABO | US | Sales,PAUSED,TOF | Targeting | Purchase | Women,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS,United States,USA,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,95000.0,0.0,,1.0
Brand B,01-02-2026,Growify | TOF | 23/01/26 | ABO | US | Sales,PAUSED,tof | targeting | purchase | women,Custom | SingleImage | CLP | EOSS Product | EVENT | EOSS,United States,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,58800.0,0.0,0.0,
Brand B,05-02-2026,Growify | TOF | 23/01/26 | ABO | US | Sales,PAUSED,TOF | Targeting | Purchase | Women,Custom | SingleImage | CLP | EOSS Product | EVENT | EOSS,United States,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0
Brand B,02-02-2026,Growify | TOF | 23/01/26 | ABO | US | Sales,PAUSED,TOF | Targeting | Purchase | Women,Custom | SingleImage | CLP | EOSS Product | EVENT | EOSS,United States,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.0,0.0,0.0,0.0,1.0
