Data Source name,Date,Campaign Name,Campaign Effective Status,Ad Set Name,Ad Name,Country Funnel,Geo Location Segment,FB Spent Funnel (INR),Amount Spent (INR),Clicks (all),Impressions,Page Likes,Landing Page Views,Link Clicks,Adds to Cart,Checkouts Initiated,Adds of Payment Info,Purchases,Purchases Conversion Value (INR),Website Contacts,Messaging Conversations Started,Adds to Cart Conversion Value (INR),Checkouts Initiated Conversion Value (INR),Adds of Payment Info Conversion Value (INR),Row Count,ParsedDate
Brand A,,Growify | TOF | Conversion | India,ACTIVE,ecomm | travel,Video | esha | – Copy,India,India,2840.9,2840.9,-118.0,4226.0,0.0,,85.0,1.0,,,0.0,0.0,,,10500.0,,,66.0,
,  NAN  ,Growify | MOF + BOF | Conversion | India,ACTIVE,Ecomm | MOF + BOF,Catalog | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Deepak Maurya,India,,3169.4,3169.4,14400.0,4225.0,0.0,107.0,136.0,19.0,,,2.0,26500.0,,0.0,160320.0,0.0,0.0,1.0,
  BRAND A  ,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Home Essential,Catalog | CAR | Campaign Shoot | Mix | Mix | Summer | PDP,India,,3808.27,3808.27,152.0,529395.0,0.0,125.0,139.0,12.0,0.0,0.0,2.0,16420.0,,0.0,,0.0,0.0,66.0,
Brand A,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Engaged,Video | esha | – Copy,India,India,3992.05,602799.55,4821.0,42600.0,2.0,,,990.0,0.0,,1.0,,,0.0,49200.0,0.0,,1.0,
Brand A,,Growify | BOF | Conversion | India,ACTIVE,Ecomm | Viewed + ATC - 180 Days,Catalog | CAR | Campaign Shoot | Mix | Mix | Summer | PDP | Deepak Maurya,India,india,7391.13,7391.13,376.0,7673.0,,,,22.0,0.0,0.0,3.0,28450.0,,0.0,207500.0,0.0,0.0,1.0,
Brand A,,Growify | 10th Feb 26 | Women | Sale | INTL,PAUSED,TOF | OPEN | Sale | Women,Video | Divya | 3rd Feb 26,United States,USA,896.07,896.07,34.0,369.0,0.0,21.0,23.0,3.0,0.0,0.0,0.0,0.0,,0.0,23600.0,0.0,0.0,1.0,
Brand B,  NAN  ,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,,5.03,1.0,19.0,0.0,1.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,,,,Middle East,11.19,11.19,200.0,41.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,
Brand B,,growify | tof | traffic-lpv | uae,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,16.055627,16.055627,7.0,57.0,,7.0,6.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,  ECOMM | WOMEN  ,Custom_Video_Influencer_Saree_Mehfil,United Arab Emirates,Middle East,34.44,34.44,,109.0,0.0,5.0,6.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_lehenga_Mehfil,United Arab Emirates,Middle East,4274.88,44.53,19.0,25955.0,0.0,17.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,growify | tof | traffic-lpv | uae,  PAUSED  ,Ecomm | Women,custom_video_deekshakhurana_sharara_mehfil,United Arab Emirates,Middle East,56.6,56.6,17.0,210.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Manushichillar_lehenga_Fanah,  UNITED ARAB EMIRATES  ,Middle East,5745.6,59.85,27.0,330.0,0.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,  PAUSED  ,Ecomm | Women,custom_video_influencer_saree_mehfil,United Arab Emirates,Middle East,70.36,,2300.0,34655.0,0.0,14.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,growify | tof | traffic-lpv | uae,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,,85.21,-85.21,16.0,49880.0,0.0,13.0,16.0,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,  ECOMM | WOMEN  ,Custom_Video_Deekshakhurana_Sharara_Mehfil,United Arab Emirates,Middle East,121.42,121.42,23.0,502.0,,15.0,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
Brand B,,  GROWIFY | TOF | CONVERSION | UAE  ,PAUSED,Ecomm | Wedding's,CA_Carousel_CampaignShoot_Mix_Fanah,United Arab Emirates,Middle East,490.37,490.37,11.0,446.0,0.0,8.0,-8.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,,PAUSED,Ecomm | Wedding's,Custom | Celeb Closet | Carousel | Sales | Growify | - Copy 2,united arab emirates,Middle East,511.02,511.02,3100.0,78590.0,0.0,-16.0,1944.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,234200.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,,Ecomm | Wedding's,Custom | Celeb Closet | Carousel | Sales | Growify | - Copy 2,United Arab Emirates,  MIDDLE EAST  ,566.14,,,717.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,United Arab Emirates,Middle East,-2999.311541,2999.311541,73.0,2654.0,0.0,7995.0,47.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0,0.0,1.0,
Brand B,,,PAUSED,Ecomm | Bride & Wedding,Whatsapp - Carousel - Katrina Kaif - Growify – Copy 3,Canada,Rest of the World,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,custom | video | campaign shoot | mix | signature styles | clp,Canada,Rest of the World,152.35,152.35,9.0,217.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,  ACTIVE  ,ecomm | india designers,Custom | Video | CampaignShoot | lehenga | Mehfil | Summer | CLP,canada,Rest of the World,18209.28,189.68,18.0,266.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,CA_Video_Influencer_Lehenga_Fida,Canada,,195.9,195.9,12.0,251.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
brand b,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,custom | video | campaign shoot | mix | signature styles | clp,Canada,Rest of the World,202.9,202.9,12.0,292.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,  NAN  ,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,CA_Video_Influencer_Lehenga_Disha,Canada,Rest of the World,204.04,204.04,,33205.0,,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,1.0,10494500.0,0.0,0.0,66.0,
Brand B,,growify | retarget | messaging | us+can,,Ecomm | Retargeting,,Canada,Rest of the World,279.36,279.36,17.0,386.0,0.0,0.0,4.0,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,,ACTIVE,Ecomm | India Designers,Custom | Video | CampaignShoot | lehenga | Mehfil | Summer | CLP,Canada,Rest of the World,285.04,285.04,19.0,296.0,0.0,14.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40600.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,  NAN  ,Custom | Video | CampaignShoot | lehenga | Mehfil | Summer | CLP,,Rest of the World,,287.49,41.0,439.0,0.0,24.0,-25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63000.0,0.0,0.0,1.0,
Brand B,,  GROWIFY | TOF | CONVERSION | US+CAN  ,ACTIVE,Ecomm | India Designers,Custom | Video | CampaignShoot | Lehenga | Mehfil | Summer | CLP,Canada,  REST OF THE WORLD  ,352.45,352.45,37.0,546.0,0.0,-23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,
Brand B,,growify | retarget | messaging | us+can,paused,,custom | video | campaign shoot | mix | signature styles | clp,Canada,Rest of the World,383.38,383.38,18.0,507.0,0.0,0.0,432.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,
Brand B,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,Custom | Video | Campaign Shoot | Mix | Signature Styles | CLP,,Rest of the World,402.463807,402.463807,18.0,448.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,Ecomm | India Designers,Custom | Video | CampaignShoot | Lehenga | Mehfil | Summer | CLP,Canada,Rest of the World,403.02,60856.02,44.0,610.0,0.0,27.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,Ecomm | India Designers,Custom | Video | CampaignShoot | Lehenga | Mehfil | Summer | CLP,Canada,Rest of the World,413.28,413.28,4100.0,601.0,0.0,38.0,3456.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,529000.0,92000.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US+CAN,ACTIVE,Ecomm | India Designers,Custom | Video | CampaignShoot | Lehenga | Mehfil | Summer | CLP,Canada,Rest of the World,467.8,467.8,50.0,83085.0,0.0,36.0,42.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-0.0,1.0,
,,Growify | Retarget | Messaging | US+CAN,PAUSED,Ecomm | Retargeting,CA_Video_Influencer_Lehenga_Disha,Canada,,502.21,502.21,-26.0,710.0,0.0,195.0,4.0,0.0,-0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,Custom | Video Carousel | CLP | Fanah | BAU | New Arrivals,United Kingdom,Rest of the World,15.29,15.29,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Kingdom,Rest of the World,22.52,22.52,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,paused,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,,Rest of the World,46.53,7026.03,0.0,48.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,United Kingdom,Rest of the World,62.73,62.73,2.0,,0.0,1.0,1.0,0.0,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,Custom | Carousel | CLP | Fanah | BAU | Full Price,United Kingdom,Rest of the World,642.03,642.03,-10.0,757.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,
  BRAND B  ,,,PAUSED,Ecomm | Women Clothing,Custom_Video_Influencer_lehenga_Fanah,  INDIA  ,india,16.32,0.17,0.0,28.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,,,0.0,1.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,Ecomm | Women Clothing,Custom_Video_Influencer_lehenga_Fanah,India,India,0.56,0.56,-0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,Ecomm | Women Clothing,Custom_Video_RiaVohra_lehenga_Mahiya,India,india,18.98,18.98,8.0,3615.0,-0.0,0.0,216.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,Ecomm | Women Clothing,Custom_Video_RiaVohra_lehenga_Mahiya,India,,32.75,32.75,-7.0,5350.0,0.0,0.0,3.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,Custom | Video | RiaVohra | lehenga | Mahiya | Summer | PLP,India,India,,49.57,13.0,260.0,0.0,6.0,7.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,Custom | Video | RiaVohra | lehenga | Mahiya | Summer | PLP,India,India,11369.28,118.43,74.0,1422.0,,25.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,15100000.0,-100000.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Wedding,Custom | CAR| Influencer | Mix | Bestseller | Summer | CLP,India,India,125.88,125.88,,1545.0,0.0,30.0,,,-0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,  NAN  ,Custom_Video_RiaVohra_lehenga_Mahiya,India,India,,173.0,6400.0,4727580.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,Custom | Video | RiaVohra | lehenga | Mahiya | Summer | PLP,  INDIA  ,india,241.29,241.29,81.0,2917.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,
Brand B,,,PAUSED,Ecomm | Party Wear,Custom_Video_Manushichillar_lehenga_Fanah,India,India,273.67,273.67,21.0,38410.0,0.0,1.0,8.0,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,
Brand B,,,ACTIVE,Ecomm | Open Targeting,Custom | Video | Aashna | lehenga | Fanah | Summer | PLP,India,India,300.97,300.97,96.0,423110.0,0.0,70.0,66.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
  NAN  ,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,  ECOMM | PARTY WEAR  ,  CUSTOM_VIDEO_MANUSHICHILLAR_LEHENGA_FANAH  ,India,India,331.23,-331.23,24.0,49273.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,
Brand B,  NAN  ,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,Custom | Video | Aashna | lehenga | Fanah | Summer | PLP,  INDIA  ,india,32560.32,339.17,144.0,4193.0,0.0,94.0,90.0,1.0,,0.0,0.0,0.0,0.0,,64200.0,64200.0,0.0,66.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,Ecomm | Party Wear,Custom_Video_Manushichillar_lehenga_Fanah,India,India,367.51,55494.01,34.0,-57036.0,0.0,,7.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,,1.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,,Custom_Video_Influencer_lehenga_Fanah,India,India,396.83,396.83,178.0,-61971.0,0.0,0.0,89.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,,66.0,
Brand B,  NAN  ,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Open Targeting,Custom | Video | Influencer_Mahima | lehenga | Mehfil | CLP,India,  INDIA  ,430.66,430.66,160.0,5263.0,0.0,,101.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,  ECOMM | WEDDING  ,  CUSTOM | COLLECTION | BOOST POST | CLP | ISHQ | BAU  ,India,India,45169.92,,196.0,1089240.0,-0.0,,125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,66.0,
Brand B,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,Ecomm | Women Clothing,Custom_Video_Influencer_lehenga_Fanah,India,India,483.23,483.23,178.0,72386.0,0.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,
  BRAND B  ,,Growify | TOF | Traffic-ThruPlay | India,PAUSED,Ecomm | Women Clothing,Custom_Video_Influencer_lehenga_Fanah,India,India,491.15,,194.0,69671.0,0.0,0.0,108.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,active,Ecomm | Open Targeting,Custom | Video | Aashna | lehenga | Fanah | Summer | PLP,India,India,1419.02,1419.02,563.0,24834.0,0.0,427.0,463.0,198.0,1.0,-0.0,0.0,0.0,1.0,0.0,52300.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,ACTIVE,Ecomm | Luxury,  CUSTOM | EXISTING POST-24/11/25 | REEL | CLP | MEHFIL | BAU  ,india,India,1493.25,1493.25,49800.0,30445.0,0.0,-173.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,1.0,
Brand B,,Growify | TOF | Conversion | India,,Ecomm | Open Targeting,Custom | Video | Aashna | lehenga | Fanah | Summer | PLP,India,India,146143.68,1522.33,828.0,27581.0,0.0,655.0,692.0,,0.0,,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | India,ACTIVE,Ecomm | Retargeting,Catalog | CAR | Campaign Shoot | Mix | Bestseller | CLP,India,India,5046.57,5046.57,7927.0,167391.0,0.0,5553.0,7456.0,7.0,2.0,0.0,0.0,0.0,4.0,1512.0,718700.0,250000.0,0.0,1.0,
Brand B,,Growify | Retarget | Conversion | India,ACTIVE,Ecomm | Retargeting,Catalog | CAR | Campaign Shoot | Mix | Bestseller | CLP,India,India,5376.37,5376.37,12687.0,,0.0,,11918.0,17.0,3.0,1.0,0.0,0.0,9.0,5.0,2174300.0,345000.0,175000.0,1.0,
  BRAND B  ,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,Custom | Video Carousel | CLP | Fanah | BAU | New Arrivals,Qatar,Middle East,321.6,3.35,1.0,1305.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,  NAN  ,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Qatar,Middle East,26.523178,26.523178,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,
brand b,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,Custom | Carousel | PLP | Event | Ramadan Edit,  QATAR  ,Middle East,939.58,939.58,53.0,266655.0,,31.0,37.0,1.0,1.0,0.0,0.0,0.0,,0.0,175000.0,175000.0,0.0,2.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,,Qatar,Middle East,724.37,724.37,27.0,960.0,0.0,,1404.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,58800.0,0.0,0.0,2.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,CA_Carousel_CampaignShoot_lehenga_All,Qatar,Middle East,481.92,481.92,25.0,796.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,  NAN  ,Growify | TOF | Traffic-LPV | UAE,,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,Saudi Arabia,middle east,,0.0,0.0,0.0,,,0.0,0.0,,-0.0,0.0,0.0,64.0,0.0,-0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,ecomm | women,Custom_Video_Manushichillar_lehenga_Fanah,Saudi Arabia,Middle East,,5.94,2.0,37.0,0.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,,Ecomm | Women,,Saudi Arabia,Middle East,,24.76,1300.0,272.0,0.0,9.0,,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Manushichillar_lehenga_Fanah,Saudi Arabia,Middle East,29.580891,29.580891,26.0,270.0,0.0,3315.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,,paused,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,Saudi Arabia,middle east,97.77,,36.0,357.0,0.0,27.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,  CUSTOM_VIDEO_DEEKSHAKHURANA_SHARARA_MEHFIL  ,Saudi Arabia,Middle East,158.62,158.62,35.0,625.0,-0.0,33.0,40.0,0.0,,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,,custom | carousel | plp | celeb | bau | full price,Saudi Arabia,,15420.48,160.63,24.0,,0.0,19.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,120400.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,Custom | Carousel | PLP | Celeb | BAU | Full Price,Saudi Arabia,,189.46,189.46,22.0,588.0,0.0,11.0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,saudi arabia,Middle East,254.81,254.81,,531.0,0.0,68.0,10152.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,Saudi Arabia,Middle East,397.37,397.37,12800.0,881.0,0.0,101.0,127.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Influencer_Saree_Mehfil,saudi arabia,  MIDDLE EAST  ,,553.73,156.0,2021.0,0.0,111.0,16740.0,0.0,0.0,,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Traffic-LPV | UAE,PAUSED,Ecomm | Women,Custom_Video_Deekshakhurana_Sharara_Mehfil,,Middle East,558.72,-558.72,16800.0,2377.0,0.0,119.0,171.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,,Custom | Carousel | CLP | Fanah | BAU | Full Price,,Middle East,723.86,723.86,45.0,1086.0,0.0,10.0,12.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Wedding's,CA_Carousel/video_CampaignShoot/_Mix_Fanah,Saudi Arabia,Middle East,-1339.09,,163.0,2988.0,0.0,22.0,29.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,Ecomm | Magazines,  CA_CAROUSEL_CAMPAIGNSHOOT_LEHENGA_ALL  ,Saudi Arabia,Middle East,1540.346741,1540.346741,103.0,5876.0,0.0,7995.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | UAE,PAUSED,,ca_carousel_campaignshoot_mix_fanah,Saudi Arabia,Middle East,175696.32,1830.17,55.0,939.0,0.0,20.0,2484.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,90000.0,90000.0,100000.0,1.0,
Brand B,,Growify | TOF | 23/01/26 | ABO | US | Sales,PAUSED,TOF | Targeting | Purchase | Women,Custom | Carousel | CLP | EOSS Product | EVENT | EOSS,  UNITED STATES  ,USA,-0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0,0.0,0.0,0.0,,-0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | 23/01/26 | ABO | US | Sales,,TOF | Targeting | Purchase | Women,Custom | SingleImage | CLP | EOSS Product | EVENT | EOSS,United States,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,180000.0,80000.0,0.0,66.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Latest Fashion,,United States,USA,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,,Catalog | Collection | CLP | Mehfil | BAU | New Arrivals,United States,USA,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,
Brand B,,Growify | TOF | Messaging | UAE,PAUSED,Ecomm | Bride & Wedding,Custom | Carousel | Message | Celeb Content | BAU – Copy 4 - Copy 2,United States,USA,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Lux Designers,Catalog | CAR | Campaign Shoot | Mix | RTS | CLP,United States,USA,7.21,7.21,1.0,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,
Brand B,,Growify | TOF | Conversion | US,ACTIVE,Ecomm | Online Shoppers,,United States,USA,32.549999,32.549999,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
